event_name,participant_id,task,time,mode,interaction_group
start,ad541fe111,5,1656322087,Basic,High interaction
attempts,ad541fe111,5,1656322126,Balanced,High interaction
complete,ad541fe111,5,1656322127,Balanced,High interaction
start,ad541fe111,6,1656322127,Balanced,High interaction
attempts,ad541fe111,6,1656322186,Advanced,High interaction
complete,ad541fe111,6,1656322187,Advanced,High interaction
start,ad541fe111,7,1656322187,Advanced,High interaction
attempts,ad541fe111,7,1656322209,Advanced,High interaction
complete,ad541fe111,7,1656322210,Advanced,High interaction
start,ad541fe111,8,1656322210,Basic,High interaction
attempts,ad541fe111,8,1656322274,Balanced,High interaction
complete,ad541fe111,8,1656322275,Balanced,High interaction
start,ad541fe111,9,1656322275,Balanced,High interaction
attempts,ad541fe111,9,1656322299,Advanced,High interaction
complete,ad541fe111,9,1656322300,Advanced,High interaction
attempts,355c7f9cb7,1,1656310278,Basic,High interaction
start,355c7f9cb7,1,1656310271,Basic,High interaction
attempts,355c7f9cb7,1,1656310363,Balanced,High interaction
complete,355c7f9cb7,1,1656310364,Balanced,High interaction
start,355c7f9cb7,2,1656310364,Balanced,High interaction
attempts,355c7f9cb7,2,1656310459,Advanced,High interaction
complete,355c7f9cb7,2,1656310460,Advanced,High interaction
start,355c7f9cb7,3,1656310460,Advanced,High interaction
attempts,355c7f9cb7,3,1656310562,Advanced,High interaction
complete,355c7f9cb7,3,1656310563,Advanced,High interaction
start,355c7f9cb7,4,1656310563,Basic,High interaction
attempts,355c7f9cb7,4,1656310653,Advanced,High interaction
complete,355c7f9cb7,4,1656310654,Advanced,High interaction
start,355c7f9cb7,5,1656310654,Balanced,High interaction
attempts,355c7f9cb7,5,1656310723,Advanced,High interaction
complete,355c7f9cb7,5,1656310724,Advanced,High interaction
start,355c7f9cb7,6,1656310724,Advanced,High interaction
attempts,355c7f9cb7,6,1656310821,Basic,High interaction
complete,355c7f9cb7,6,1656310822,Basic,High interaction
start,355c7f9cb7,7,1656310822,Basic,High interaction
attempts,355c7f9cb7,7,1656310883,Balanced,High interaction
complete,355c7f9cb7,7,1656310884,Balanced,High interaction
start,355c7f9cb7,8,1656310884,Balanced,High interaction
attempts,355c7f9cb7,8,1656310964,Advanced,High interaction
complete,355c7f9cb7,8,1656310965,Advanced,High interaction
start,355c7f9cb7,9,1656310965,Advanced,High interaction
attempts,355c7f9cb7,9,1656311001,Advanced,High interaction
skip,355c7f9cb7,9,1656311002,Advanced,High interaction
start,e6b8bb0f87,1,1656615493,Basic,High interaction
attempts,e6b8bb0f87,1,1656615613,Advanced,High interaction
complete,e6b8bb0f87,1,1656615614,Advanced,High interaction
start,e6b8bb0f87,2,1656615614,Balanced,High interaction
attempts,e6b8bb0f87,2,1656615715,Advanced,High interaction
complete,e6b8bb0f87,2,1656615716,Advanced,High interaction
start,e6b8bb0f87,3,1656615716,Advanced,High interaction
attempts,e6b8bb0f87,3,1656615776,Advanced,High interaction
skip,e6b8bb0f87,3,1656615777,Advanced,High interaction
start,e6b8bb0f87,4,1656615777,Basic,High interaction
attempts,e6b8bb0f87,4,1656615893,Balanced,High interaction
complete,e6b8bb0f87,4,1656615894,Balanced,High interaction
start,e6b8bb0f87,5,1656615894,Balanced,High interaction
attempts,e6b8bb0f87,5,1656615960,Advanced,High interaction
complete,e6b8bb0f87,5,1656615961,Advanced,High interaction
start,e6b8bb0f87,6,1656615961,Advanced,High interaction
attempts,e6b8bb0f87,6,1656616059,Balanced,High interaction
complete,e6b8bb0f87,6,1656616060,Balanced,High interaction
start,e6b8bb0f87,7,1656616060,Basic,High interaction
attempts,e6b8bb0f87,7,1656616097,Balanced,High interaction
complete,e6b8bb0f87,7,1656616098,Balanced,High interaction
start,e6b8bb0f87,8,1656616098,Balanced,High interaction
attempts,e6b8bb0f87,8,1656616207,Basic,High interaction
complete,e6b8bb0f87,8,1656616208,Basic,High interaction
start,e6b8bb0f87,9,1656616208,Advanced,High interaction
attempts,e6b8bb0f87,9,1656616246,Balanced,High interaction
complete,e6b8bb0f87,9,1656616247,Balanced,High interaction
start,e6154793a3,1,1656382383,Advanced,High interaction
attempts,e6154793a3,1,1656382461,Advanced,High interaction
skip,e6154793a3,1,1656382462,Advanced,High interaction
start,e6154793a3,2,1656382462,Balanced,High interaction
attempts,e6154793a3,2,1656382545,Advanced,High interaction
skip,e6154793a3,2,1656382546,Advanced,High interaction
start,e6154793a3,3,1656382546,Basic,High interaction
attempts,e6154793a3,3,1656382636,Advanced,High interaction
complete,e6154793a3,3,1656382637,Advanced,High interaction
start,e6154793a3,4,1656382637,Advanced,High interaction
attempts,e6154793a3,4,1656382683,Advanced,High interaction
complete,e6154793a3,4,1656382684,Advanced,High interaction
start,e6154793a3,5,1656382684,Balanced,High interaction
attempts,e6154793a3,5,1656382743,Advanced,High interaction
complete,e6154793a3,5,1656382744,Advanced,High interaction
start,e6154793a3,6,1656382744,Basic,High interaction
attempts,e6154793a3,6,1656382810,Advanced,High interaction
complete,e6154793a3,6,1656382811,Advanced,High interaction
attempts,e6154793a3,7,1656382836,Basic,High interaction
start,e6154793a3,7,1656382811,Advanced,High interaction
attempts,e6154793a3,7,1656382838,Advanced,High interaction
complete,e6154793a3,7,1656382839,Advanced,High interaction
start,e6154793a3,8,1656382839,Balanced,High interaction
attempts,e6154793a3,8,1656382931,Advanced,High interaction
complete,e6154793a3,8,1656382932,Advanced,High interaction
start,e6154793a3,9,1656382932,Basic,High interaction
attempts,e6154793a3,9,1656382964,Advanced,High interaction
complete,e6154793a3,9,1656382965,Advanced,High interaction
start,f6b31da452,1,1656597911,Basic,High interaction
attempts,f6b31da452,1,1656597976,Balanced,High interaction
complete,f6b31da452,1,1656597977,Balanced,High interaction
start,f6b31da452,2,1656597977,Balanced,High interaction
attempts,f6b31da452,2,1656598025,Advanced,High interaction
complete,f6b31da452,2,1656598026,Advanced,High interaction
start,f6b31da452,3,1656598026,Advanced,High interaction
attempts,f6b31da452,3,1656598074,Advanced,High interaction
complete,f6b31da452,3,1656598075,Advanced,High interaction
start,f6b31da452,4,1656598075,Basic,High interaction
attempts,f6b31da452,4,1656598137,Balanced,High interaction
complete,f6b31da452,4,1656598138,Balanced,High interaction
start,f6b31da452,5,1656598138,Balanced,High interaction
attempts,f6b31da452,5,1656598171,Advanced,High interaction
complete,f6b31da452,5,1656598172,Advanced,High interaction
start,f6b31da452,6,1656598172,Advanced,High interaction
attempts,f6b31da452,6,1656598237,Basic,High interaction
complete,f6b31da452,6,1656598238,Basic,High interaction
start,f6b31da452,7,1656598238,Basic,High interaction
attempts,f6b31da452,7,1656598251,Balanced,High interaction
complete,f6b31da452,7,1656598252,Balanced,High interaction
start,f6b31da452,8,1656598252,Balanced,High interaction
attempts,f6b31da452,8,1656598319,Advanced,High interaction
complete,f6b31da452,8,1656598320,Advanced,High interaction
attempts,f6b31da452,9,1656598371,Basic,High interaction
start,f6b31da452,9,1656598320,Advanced,High interaction
attempts,f6b31da452,9,1656598372,Advanced,High interaction
complete,f6b31da452,9,1656598373,Advanced,High interaction
start,31b8c9f405,1,1656377145,Advanced,Low interaction
attempts,31b8c9f405,1,1656377319,Advanced,Low interaction
complete,31b8c9f405,1,1656377320,Advanced,Low interaction
start,31b8c9f405,2,1656377320,Balanced,Low interaction
attempts,31b8c9f405,2,1656377481,Advanced,Low interaction
complete,31b8c9f405,2,1656377482,Advanced,Low interaction
start,31b8c9f405,3,1656377482,Basic,Low interaction
attempts,31b8c9f405,3,1656377587,Basic,Low interaction
complete,31b8c9f405,3,1656377588,Basic,Low interaction
attempts,31b8c9f405,4,1656377662,Advanced,Low interaction
attempts,31b8c9f405,4,1656377593,Basic,Low interaction
start,31b8c9f405,4,1656377588,Advanced,Low interaction
attempts,31b8c9f405,4,1656377662,Advanced,Low interaction
complete,31b8c9f405,4,1656377663,Advanced,Low interaction
start,31b8c9f405,5,1656377663,Balanced,Low interaction
attempts,31b8c9f405,5,1656377744,Advanced,Low interaction
complete,31b8c9f405,5,1656377745,Advanced,Low interaction
start,31b8c9f405,6,1656377745,Basic,Low interaction
attempts,31b8c9f405,6,1656377854,Balanced,Low interaction
complete,31b8c9f405,6,1656377855,Balanced,Low interaction
start,31b8c9f405,7,1656377855,Advanced,Low interaction
attempts,31b8c9f405,7,1656377936,Advanced,Low interaction
complete,31b8c9f405,7,1656377937,Advanced,Low interaction
start,31b8c9f405,8,1656377937,Balanced,Low interaction
attempts,31b8c9f405,8,1656378115,Advanced,Low interaction
complete,31b8c9f405,8,1656378116,Advanced,Low interaction
start,31b8c9f405,9,1656378116,Basic,Low interaction
attempts,31b8c9f405,9,1656378265,Balanced,Low interaction
complete,31b8c9f405,9,1656378266,Balanced,Low interaction
start,72e702b138,1,1656436027,Basic,High interaction
attempts,72e702b138,1,1656436099,Balanced,High interaction
complete,72e702b138,1,1656436100,Balanced,High interaction
start,72e702b138,2,1656436100,Advanced,High interaction
attempts,72e702b138,2,1656436174,Advanced,High interaction
complete,72e702b138,2,1656436175,Advanced,High interaction
start,72e702b138,3,1656436175,Balanced,High interaction
attempts,72e702b138,3,1656436245,Advanced,High interaction
complete,72e702b138,3,1656436246,Advanced,High interaction
start,72e702b138,4,1656436246,Basic,High interaction
attempts,72e702b138,4,1656436328,Balanced,High interaction
complete,72e702b138,4,1656436329,Balanced,High interaction
start,72e702b138,5,1656436329,Advanced,High interaction
attempts,72e702b138,5,1656436357,Balanced,High interaction
complete,72e702b138,5,1656436358,Balanced,High interaction
start,72e702b138,6,1656436358,Balanced,High interaction
attempts,72e702b138,6,1656436444,Advanced,High interaction
complete,72e702b138,6,1656436445,Advanced,High interaction
start,72e702b138,7,1656436445,Basic,High interaction
attempts,72e702b138,7,1656436503,Advanced,High interaction
complete,72e702b138,7,1656436504,Advanced,High interaction
attempts,72e702b138,8,1656436506,Advanced,High interaction
start,72e702b138,8,1656436504,Advanced,High interaction
attempts,72e702b138,8,1656436577,Advanced,High interaction
complete,72e702b138,8,1656436578,Advanced,High interaction
start,72e702b138,9,1656436578,Balanced,High interaction
attempts,72e702b138,9,1656436633,Balanced,High interaction
complete,72e702b138,9,1656436634,Balanced,High interaction
start,2932efbb9e,1,1656424106,Advanced,No interaction
attempts,2932efbb9e,1,1656424281,Advanced,No interaction
complete,2932efbb9e,1,1656424282,Advanced,No interaction
attempts,2932efbb9e,2,1656424291,Advanced,No interaction
start,2932efbb9e,2,1656424282,Basic,No interaction
attempts,2932efbb9e,2,1656424461,Basic,No interaction
complete,2932efbb9e,2,1656424462,Basic,No interaction
start,2932efbb9e,3,1656424462,Balanced,No interaction
attempts,2932efbb9e,3,1656424618,Balanced,No interaction
complete,2932efbb9e,3,1656424619,Balanced,No interaction
start,2932efbb9e,4,1656424619,Advanced,No interaction
attempts,2932efbb9e,4,1656424748,Advanced,No interaction
complete,2932efbb9e,4,1656424749,Advanced,No interaction
start,2932efbb9e,5,1656424749,Basic,No interaction
attempts,2932efbb9e,5,1656424854,Basic,No interaction
complete,2932efbb9e,5,1656424855,Basic,No interaction
attempts,2932efbb9e,6,1656424870,Balanced,No interaction
start,2932efbb9e,6,1656424855,Balanced,No interaction
attempts,2932efbb9e,6,1656424904,Balanced,No interaction
complete,2932efbb9e,6,1656424905,Balanced,No interaction
attempts,2932efbb9e,7,1656424952,Basic,No interaction
start,2932efbb9e,7,1656424905,Advanced,No interaction
attempts,2932efbb9e,7,1656424981,Advanced,No interaction
complete,2932efbb9e,7,1656424982,Advanced,No interaction
start,2932efbb9e,8,1656424982,Basic,No interaction
attempts,2932efbb9e,8,1656425103,Basic,No interaction
skip,2932efbb9e,8,1656425104,Basic,No interaction
start,2932efbb9e,9,1656425104,Balanced,No interaction
attempts,2932efbb9e,9,1656425328,Balanced,No interaction
complete,2932efbb9e,9,1656425329,Balanced,No interaction
start,51a4e59744,1,1656342475,Advanced,Low interaction
attempts,51a4e59744,1,1656342591,Advanced,Low interaction
complete,51a4e59744,1,1656342592,Advanced,Low interaction
start,51a4e59744,2,1656342592,Basic,Low interaction
attempts,51a4e59744,2,1656342700,Advanced,Low interaction
complete,51a4e59744,2,1656342701,Advanced,Low interaction
start,51a4e59744,3,1656342701,Balanced,Low interaction
attempts,51a4e59744,3,1656342826,Basic,Low interaction
complete,51a4e59744,3,1656342827,Basic,Low interaction
attempts,51a4e59744,4,1656342884,Basic,Low interaction
start,51a4e59744,4,1656342827,Advanced,Low interaction
attempts,51a4e59744,4,1656342902,Advanced,Low interaction
complete,51a4e59744,4,1656342903,Advanced,Low interaction
start,51a4e59744,5,1656342903,Basic,Low interaction
attempts,51a4e59744,5,1656342973,Basic,Low interaction
complete,51a4e59744,5,1656342974,Basic,Low interaction
start,51a4e59744,6,1656342974,Balanced,Low interaction
attempts,51a4e59744,6,1656343104,Advanced,Low interaction
complete,51a4e59744,6,1656343105,Advanced,Low interaction
start,51a4e59744,7,1656343105,Advanced,Low interaction
attempts,51a4e59744,7,1656343164,Advanced,Low interaction
complete,51a4e59744,7,1656343165,Advanced,Low interaction
start,51a4e59744,8,1656343165,Basic,Low interaction
attempts,51a4e59744,8,1656343269,Advanced,Low interaction
complete,51a4e59744,8,1656343270,Advanced,Low interaction
start,51a4e59744,9,1656343270,Balanced,Low interaction
attempts,51a4e59744,9,1656343366,Basic,Low interaction
complete,51a4e59744,9,1656343367,Basic,Low interaction
start,dc84bd1814,1,1656417141,Advanced,High interaction
attempts,dc84bd1814,1,1656417214,Advanced,High interaction
complete,dc84bd1814,1,1656417215,Advanced,High interaction
start,dc84bd1814,2,1656417215,Basic,High interaction
attempts,dc84bd1814,2,1656417284,Balanced,High interaction
complete,dc84bd1814,2,1656417285,Balanced,High interaction
start,dc84bd1814,3,1656417285,Balanced,High interaction
attempts,dc84bd1814,3,1656417369,Advanced,High interaction
complete,dc84bd1814,3,1656417370,Advanced,High interaction
start,dc84bd1814,4,1656417370,Advanced,High interaction
attempts,dc84bd1814,4,1656417435,Balanced,High interaction
complete,dc84bd1814,4,1656417436,Balanced,High interaction
start,dc84bd1814,5,1656417436,Basic,High interaction
attempts,dc84bd1814,5,1656417500,Advanced,High interaction
complete,dc84bd1814,5,1656417501,Advanced,High interaction
start,dc84bd1814,6,1656417501,Balanced,High interaction
attempts,dc84bd1814,6,1656417588,Advanced,High interaction
complete,dc84bd1814,6,1656417589,Advanced,High interaction
start,dc84bd1814,7,1656417589,Advanced,High interaction
attempts,dc84bd1814,7,1656417637,Advanced,High interaction
complete,dc84bd1814,7,1656417638,Advanced,High interaction
start,dc84bd1814,8,1656417638,Basic,High interaction
attempts,dc84bd1814,8,1656417718,Balanced,High interaction
complete,dc84bd1814,8,1656417719,Balanced,High interaction
start,dc84bd1814,9,1656417719,Balanced,High interaction
attempts,dc84bd1814,9,1656417746,Advanced,High interaction
complete,dc84bd1814,9,1656417747,Advanced,High interaction
start,a1c9d6b9c4,1,1656275601,Balanced,No interaction
attempts,a1c9d6b9c4,1,1656275738,Balanced,No interaction
complete,a1c9d6b9c4,1,1656275739,Balanced,No interaction
start,a1c9d6b9c4,2,1656275739,Basic,No interaction
attempts,a1c9d6b9c4,2,1656275900,Balanced,No interaction
complete,a1c9d6b9c4,2,1656275901,Balanced,No interaction
start,a1c9d6b9c4,3,1656275901,Advanced,No interaction
attempts,a1c9d6b9c4,3,1656276030,Advanced,No interaction
complete,a1c9d6b9c4,3,1656276031,Advanced,No interaction
start,a1c9d6b9c4,4,1656276031,Balanced,No interaction
attempts,a1c9d6b9c4,4,1656276100,Balanced,No interaction
complete,a1c9d6b9c4,4,1656276101,Balanced,No interaction
start,a1c9d6b9c4,5,1656276101,Basic,No interaction
attempts,a1c9d6b9c4,5,1656276199,Basic,No interaction
complete,a1c9d6b9c4,5,1656276200,Basic,No interaction
start,a1c9d6b9c4,6,1656276200,Advanced,No interaction
attempts,a1c9d6b9c4,6,1656276293,Advanced,No interaction
complete,a1c9d6b9c4,6,1656276294,Advanced,No interaction
start,a1c9d6b9c4,7,1656276294,Balanced,No interaction
attempts,a1c9d6b9c4,7,1656276385,Balanced,No interaction
complete,a1c9d6b9c4,7,1656276386,Balanced,No interaction
start,a1c9d6b9c4,8,1656276386,Basic,No interaction
attempts,a1c9d6b9c4,8,1656276524,Basic,No interaction
complete,a1c9d6b9c4,8,1656276525,Basic,No interaction
start,a1c9d6b9c4,9,1656276525,Advanced,No interaction
attempts,a1c9d6b9c4,9,1656276712,Balanced,No interaction
complete,a1c9d6b9c4,9,1656276713,Balanced,No interaction
start,25f7076455,1,1656673794,Advanced,High interaction
attempts,25f7076455,1,1656673853,Advanced,High interaction
complete,25f7076455,1,1656673854,Advanced,High interaction
start,25f7076455,2,1656673854,Balanced,High interaction
attempts,25f7076455,2,1656673906,Advanced,High interaction
complete,25f7076455,2,1656673907,Advanced,High interaction
start,25f7076455,3,1656673907,Basic,High interaction
attempts,25f7076455,3,1656673960,Advanced,High interaction
complete,25f7076455,3,1656673961,Advanced,High interaction
start,25f7076455,4,1656673961,Advanced,High interaction
attempts,25f7076455,4,1656674034,Advanced,High interaction
complete,25f7076455,4,1656674035,Advanced,High interaction
start,25f7076455,5,1656674035,Balanced,High interaction
attempts,25f7076455,5,1656674079,Balanced,High interaction
complete,25f7076455,5,1656674080,Balanced,High interaction
start,25f7076455,6,1656674080,Basic,High interaction
attempts,25f7076455,6,1656674136,Balanced,High interaction
complete,25f7076455,6,1656674137,Balanced,High interaction
start,25f7076455,7,1656674137,Advanced,High interaction
attempts,25f7076455,7,1656674157,Advanced,High interaction
complete,25f7076455,7,1656674158,Advanced,High interaction
start,25f7076455,8,1656674158,Balanced,High interaction
attempts,25f7076455,8,1656674195,Basic,High interaction
complete,25f7076455,8,1656674196,Basic,High interaction
start,25f7076455,9,1656674196,Basic,High interaction
attempts,25f7076455,9,1656674231,Advanced,High interaction
complete,25f7076455,9,1656674232,Advanced,High interaction
start,793b2eb2db,1,1656406818,Balanced,High interaction
attempts,793b2eb2db,1,1656406905,Advanced,High interaction
complete,793b2eb2db,1,1656406906,Advanced,High interaction
attempts,793b2eb2db,2,1656406974,Advanced,High interaction
start,793b2eb2db,2,1656406906,Basic,High interaction
attempts,793b2eb2db,2,1656406988,Advanced,High interaction
complete,793b2eb2db,2,1656406989,Advanced,High interaction
start,793b2eb2db,3,1656406989,Advanced,High interaction
attempts,793b2eb2db,3,1656407060,Advanced,High interaction
complete,793b2eb2db,3,1656407061,Advanced,High interaction
start,793b2eb2db,4,1656407061,Balanced,High interaction
attempts,793b2eb2db,4,1656407101,Advanced,High interaction
complete,793b2eb2db,4,1656407102,Advanced,High interaction
start,793b2eb2db,5,1656407102,Basic,High interaction
attempts,793b2eb2db,5,1656407171,Advanced,High interaction
complete,793b2eb2db,5,1656407172,Advanced,High interaction
start,793b2eb2db,6,1656407172,Advanced,High interaction
attempts,793b2eb2db,6,1656407259,Advanced,High interaction
complete,793b2eb2db,6,1656407260,Advanced,High interaction
start,793b2eb2db,7,1656407260,Balanced,High interaction
attempts,793b2eb2db,7,1656407331,Balanced,High interaction
complete,793b2eb2db,7,1656407332,Balanced,High interaction
start,793b2eb2db,8,1656407332,Basic,High interaction
attempts,793b2eb2db,8,1656407407,Basic,High interaction
complete,793b2eb2db,8,1656407408,Basic,High interaction
start,793b2eb2db,9,1656407408,Advanced,High interaction
attempts,793b2eb2db,9,1656407483,Basic,High interaction
complete,793b2eb2db,9,1656407484,Basic,High interaction
start,d0564c1279,1,1656625112,Advanced,Low interaction
attempts,d0564c1279,1,1656625185,Balanced,Low interaction
complete,d0564c1279,1,1656625186,Balanced,Low interaction
start,d0564c1279,2,1656625186,Balanced,Low interaction
attempts,d0564c1279,2,1656625261,Advanced,Low interaction
complete,d0564c1279,2,1656625262,Advanced,Low interaction
start,d0564c1279,3,1656625262,Basic,Low interaction
attempts,d0564c1279,3,1656625335,Balanced,Low interaction
complete,d0564c1279,3,1656625336,Balanced,Low interaction
start,d0564c1279,4,1656625336,Advanced,Low interaction
attempts,d0564c1279,4,1656625404,Advanced,Low interaction
complete,d0564c1279,4,1656625405,Advanced,Low interaction
start,d0564c1279,5,1656625405,Balanced,Low interaction
attempts,d0564c1279,5,1656625441,Advanced,Low interaction
complete,d0564c1279,5,1656625442,Advanced,Low interaction
start,d0564c1279,6,1656625442,Basic,Low interaction
attempts,d0564c1279,6,1656625528,Balanced,Low interaction
complete,d0564c1279,6,1656625529,Balanced,Low interaction
attempts,d0564c1279,7,1656625536,Basic,Low interaction
start,d0564c1279,7,1656625529,Advanced,Low interaction
attempts,d0564c1279,7,1656625578,Advanced,Low interaction
complete,d0564c1279,7,1656625579,Advanced,Low interaction
attempts,d0564c1279,8,1656625645,Balanced,Low interaction
start,d0564c1279,8,1656625579,Balanced,Low interaction
attempts,d0564c1279,8,1656625656,Advanced,Low interaction
skip,d0564c1279,8,1656625657,Advanced,Low interaction
start,d0564c1279,9,1656625657,Basic,Low interaction
attempts,d0564c1279,9,1656625704,Basic,Low interaction
complete,d0564c1279,9,1656625705,Basic,Low interaction
start,38e50518a3,1,1656498411,Balanced,High interaction
attempts,38e50518a3,1,1656498498,Advanced,High interaction
complete,38e50518a3,1,1656498499,Advanced,High interaction
start,38e50518a3,2,1656498499,Basic,High interaction
attempts,38e50518a3,2,1656498564,Advanced,High interaction
complete,38e50518a3,2,1656498565,Advanced,High interaction
start,38e50518a3,3,1656498565,Advanced,High interaction
attempts,38e50518a3,3,1656498614,Advanced,High interaction
complete,38e50518a3,3,1656498615,Advanced,High interaction
start,38e50518a3,4,1656498615,Balanced,High interaction
attempts,38e50518a3,4,1656498705,Advanced,High interaction
complete,38e50518a3,4,1656498706,Advanced,High interaction
start,38e50518a3,5,1656498706,Basic,High interaction
attempts,38e50518a3,5,1656498769,Balanced,High interaction
complete,38e50518a3,5,1656498770,Balanced,High interaction
start,38e50518a3,6,1656498770,Advanced,High interaction
attempts,38e50518a3,6,1656498878,Advanced,High interaction
complete,38e50518a3,6,1656498879,Advanced,High interaction
attempts,38e50518a3,7,1656498917,Basic,High interaction
start,38e50518a3,7,1656498879,Balanced,High interaction
attempts,38e50518a3,7,1656498936,Advanced,High interaction
complete,38e50518a3,7,1656498937,Advanced,High interaction
start,38e50518a3,8,1656498937,Basic,High interaction
attempts,38e50518a3,8,1656499044,Advanced,High interaction
complete,38e50518a3,8,1656499045,Advanced,High interaction
start,38e50518a3,9,1656499045,Advanced,High interaction
attempts,38e50518a3,9,1656499122,Advanced,High interaction
complete,38e50518a3,9,1656499123,Advanced,High interaction
start,e8d1f919b9,1,1656455648,Basic,No interaction
attempts,e8d1f919b9,1,1656455785,Basic,No interaction
complete,e8d1f919b9,1,1656455786,Basic,No interaction
start,e8d1f919b9,2,1656455786,Balanced,No interaction
attempts,e8d1f919b9,2,1656455932,Balanced,No interaction
skip,e8d1f919b9,2,1656455933,Balanced,No interaction
start,e8d1f919b9,3,1656455933,Advanced,No interaction
attempts,e8d1f919b9,3,1656456018,Advanced,No interaction
skip,e8d1f919b9,3,1656456019,Advanced,No interaction
start,e8d1f919b9,4,1656456019,Basic,No interaction
attempts,e8d1f919b9,4,1656456096,Basic,No interaction
skip,e8d1f919b9,4,1656456097,Basic,No interaction
start,e8d1f919b9,5,1656456097,Balanced,No interaction
attempts,e8d1f919b9,5,1656456186,Balanced,No interaction
complete,e8d1f919b9,5,1656456187,Balanced,No interaction
start,e8d1f919b9,6,1656456187,Advanced,No interaction
attempts,e8d1f919b9,6,1656456268,Advanced,No interaction
complete,e8d1f919b9,6,1656456269,Advanced,No interaction
start,e8d1f919b9,7,1656456269,Basic,No interaction
attempts,e8d1f919b9,7,1656456359,Basic,No interaction
complete,e8d1f919b9,7,1656456360,Basic,No interaction
start,e8d1f919b9,8,1656456360,Balanced,No interaction
attempts,e8d1f919b9,8,1656456491,Balanced,No interaction
complete,e8d1f919b9,8,1656456492,Balanced,No interaction
start,e8d1f919b9,9,1656456492,Advanced,No interaction
attempts,e8d1f919b9,9,1656456649,Advanced,No interaction
complete,e8d1f919b9,9,1656456650,Advanced,No interaction
